reviews,sentiment
"Σε αυτά τα χρήματα, samsung, 8 ram είναι καλό. Γρήγορο, με μπαταρία που διαρκεί και πολύ καλά ηχεία. Το βασικό μειονέκτημα είναι πως η οθόνη είναι πραγματικά ρόμπα. Επίσης είναι σχετικά βαρύ, και δεν παίζει βαριά παιχνίδια.",0
"Χρηση μιας εβδομαδας.Εχω μεινει πολυ ικανοποιημενος.Πρωτα απ ολα ειναι μικρο και πολυ βολικο.Πολυ γρηγορο,αριστη αποκριση αφης.Η μπαταρια αριστη αλλα η γρηγορη φορτιση δεν ειναι....γρηγορη οσο θα επρεπε.25-100 σε 3 ωρες οταν κινητο μου με ιδιας χωριτικοτητας μπαταρια φορτιζει στο ιδιο επιπεδο σε λιγοτερο απο μια ωρα.Τελος να επισημανω τα λιγο ψυχρα χρωματα της οθονης.Τα θετικα του παντως υπερτερουν των αρνητικων και γι αυτο τα πεντε αστερια.θα επανελθω.
10/2/24....Ενα μηνα μετα...ολα βαινουν καλως.Η μπαταρια ειναι ενταξει αλλα εν ετει 2024 θα μπορουσε να ειναι μεγαλυτερη και με ταχυτερη φορτιση.",1
Κορυφαίο μηχάνημα!!...αξίζει και με το παραπάνω τα λεφτά του!!!,1
Παρά πολύ βολικό για όσους  θέλουν ένα tablet  σε apple συσκευή !,1
Ότι και να γράψει κανείς για αυτό το διαμαντάκι και πάλι λίγο είναι. Μ1 σε tablet…,1
"Οτι καλύτερο στα 200€, φοβερή οθόνη 90Hz , Dolby Atmos ηχεία δυνατά με ποιότητα, γρήγορο στις εφαρμογές δεν μου κολλάει πουθενά. Εντάξει για gaming τύπου CoD δεν κάνει προφανώς αλλά οτιδήποτε πιο casual το παίζει κανονικά.",1
"τέλειο για τα χρήματά του. Tο χρησιμοποιοώ για ταινίες και για δουλεία σε οικοδομή (σχεδιαστικά προγράμματα, 3D κλπ)",1
"Για την τιμή του ίσως το καλύτερο tablet της κατηγορίας.
Στο εσωτερικό του υπάρχει ένας ικανότατος midrange επεξεργαστής Mediatek Helio G99 ο οποίος δύσκολα τον βρίσκεις σε tablet τέτοιου κόστους.
Αγοράστηκε για το γιό μου , και παίζει άψογα (σε medium settings) Call of Duty Mobile το οποίο θεωρείται αρκετά βαρύ game.
Οσον αφορά το UI πάει πολύ καλά πήρε αναβάθμιση σε HyperOs και σε συνάρτηση με τα 90hz οθόνη όλα κυλούν ανέλπιστα καλά.
Απο ήχο πολύ ευχαριστημένος και με υποστήριξη dolby atmos και 4 ηχεία παρακαλώ.
Οθόνη όμορφη την οποία θα την ήθελα ένα κλικ πιο φωτεινή.
Μπαταρία πολύ τίμια η οποία βγάζει άνετα ημέρα σκληρής χρήσης η και παραπάνω.
Στο τομέα της κάμερας δεν θα αναφερθώ καθώς δεν περιμένω αποτελέσματα απο ένα tablet ωστόσο σε ένα video call που έκανα ήταν απλά τίμια.
Σε γενικές γραμμές ίσως το best buy , και προσοχή επιλέξτε αυτό παρά το redmi pad SE που παρόλο που είναι μεταγενέστερο μοντέλο έχει χειρότερο επεξεργαστή.",1
Το έχω από τον Δεκέμβριο 2023. Πολύ καλό για τα χρήματα που έδωσα. Γρήγορο και δεν κολλάει πουθενά. Είχα κάποιους ενδοιασμούς λόγο mediatek επεξεργαστή αλλά είχα άδικο. Είναι μια χαρά. Κάνει τα πάντα γρήγορα. Και στα παιχνίδια και στις καθημερινές ασχολίες. Και από μπαταρία μια χαρά. Έχει και φορτιστής 20 watt στη συσκευασία. Πήρε και αναβάθμιση σε Hyper os και έγινε ακόμα ποιο γρήγορο από πριν. Αξίζει πραγματικά τα λεφτά του.,1
Αξίζει κατά πολύ τα 5 αστέρια όμως στο μόνο μικρό θα έλεγα μειονέκτημα που έχω παρατηρήσει είναι το αργό άνοιγμα στην ενεργοποίηση του.Κατα όλα τα άλλα απλά ΑΨΟΓΟ!,1
"Το ταμπλετ ""πετάει"". Πολύ γρήγορο σε θέμα παιχνιδιών, πολύ καλή ανάλυση οθόνης, μέτρια κάμερα αλλά και κομψό σε εμφάνιση. Το έχω 2 μήνες και δεν έχω αντιμετωπίσει κάποιο πρόβλημα. Άψογο...",1
"Πρόκειται για ένα εργαλείο που κάνει δουλειά και την κάνει πολύ καλά! Εν ολίγοις λοιπόν: ήχος δυνατός, ευκρίνεια οθόνης, άψογη, δε κολλάει πουθενά, οι φωτογραφίες του είναι ικανοποιητικές. Το βαρος τόσο όσο, μη ξεχνάμε είναι και 10 ιντσών, δε μπορεί να είναι και πούπουλο. Σε πτώση δεν έχει δοκιμαστεί ακόμα και ουτε θέλω….!! 
Για τα χρήματα του είναι ότι πρέπει. 
Αν θέλετε κάτι οικονομικό και συνάμα καλό, είναι η ιδανική επιλογή",1
"Άψογο σε όλα του. Έχουμε πάρει 3, ένα για τον μπαμπά,ένα για εμάς και ένα για τη θεία. Δεν κολλάει καθόλου,έχει πολύ ωραία οθόνη, άψογο μινιμαλ σχεδιασμό, και πολύ καλή μπαταρία.Δεν υπάρχει περίπτωση να βρείτε κάτι αντίστοιχο σε αυτά τα χρήματα.Με κλειστά τα μάτια!",1
"Ένα πολύ αξιόλογο tablet για τα χρήματα του κυρίως για όποιον θέλει browsing,YouTube, Netflix.
Ηχεία Dolby atmos με εξαιρετικό ήχο και πολύ καλή διάρκεια μπαταρίας με επίσης πολύ ωραία οθόνη.",1
"Πολύ αξιόλογο tablet.  Η χρήση που κάνω αφορά  browsing και ταινίες μέσω Netflix ή Disney και είμαι απόλυτα ευχαριστημένος από άποψη εικόνας , ταχύτητας αλλά και αυτονομία μπαταρίας. Μιας και δεν το έχω δοκιμάσει σε παιχνίδια δεν μπορώ να εκφέρω άποψη αλλά ίσως κάποιο άλλο μέλος να ξέρει και να έχει αφήσει ανάλογη αξιολόγηση. 

Η αγορά του έγινε τον Φλεβάρη του 2023",1
"Σίγουρα δεν αποτελεί αγορά VFM
Έχει αξιόλογα χαρακτηριστικά 
η μπαταρία του με αρκετή χρήση μία μέρα κρατάει
Μετά από ένα μήνα λειτουργίας δείχνει ορισμένες φορές να κολλάει",0
"Ένα κόσμημα από άποψη εμφάνισης αλλά και ποιότητας κατασκευής
Πολύ δυνατό γρήγορο και με φοβερή οθόνη
Ένα τάμπλετ για όλες τις δουλειές και για κάθε ανάγκη
Στα 200 ευρώ αξίζει φουλ 
Ο ανταγωνισμός σε αυτή την κατηγορία χρημάτων αλλά και δυνατοτήτων υστερεί κατά πολύ....",1
"Το έχω ένα χρόνο
Αρκετά καλά
Το μόνο θέμα Είναι ότι στα ηχεία κάτω είχε μπει νερό και τώρα τα πάνω ακούγονται περισσότερο από τα κάτω
Μετά το tablet εκεί πέρα που φορτίζει
Έχει μερικές γρατσουνιές
Αλλιώς τα σπάει
Για τα λεφτά που τα πήρα τότε ήταν 300€ τώρα έχει πέσει στα 200€
Ενημερώσεις παίρνει είμαστε στο miui 14",1
"Με λίγα λόγια είναι το καλύτερο tablet στην κατηγορία του αν δεν σε πειράζουν τα λίγα ας πούμε αρνητικά που έχει. Και λογικό να έχει κάποιες εκπτώσεις στα specs για να μπορεί να δικαιολογήσει και την τιμή του. Λοιπον είναι αδικαιολόγητα καλό στα εξής: Οθόνη, ταχύτητα και σταθερότητα επεξεργαστή, μέγεθος και διαχείρηση μπαταρίας, καθαρό UI, μνήμες και ποιότητα κατασκευής. Δηλαδή κάνει απίστευτη δουλεία για γραφείο, διδασκαλία, social / browsing / video, μουσική / παρτιτούρα / στίχους, φόρτωμα με χίλιες δύο εφαρμογές και ταινιάρες στο κρεβάτι.
Και πάμε στα αρνητικά: Μην το πάρεις αν θέλεις GPS, δίκτυο κινητής, ταχύτατη φόρτιση (ενώ έχει μεγάλη διάρκεια), ταυτόχρονη φόρτιση και ακουστικά, καλές φωτό και βίντεο και απαιτητικά παιγνίδια (με μια επιφύλαξη γιατί δεν παίζω).
Επιλέγουμε τα εργαλεία μας βάσει των αναγκών μας!",1
Καλό για τα λεφτά του. Το χρησιμοποιώ ως συμπληρωματικό για να αποφεύγω να χρησιμοποιώ το ακριβό ipad 9.7 εκτός σπιτιού.  Με ενοχλεί βέβαια που δεν έχει θύρα ακουστικών 3.5 και γρήγορη φόρτιση.,1
"Ένα πάρα πολύ καλό ταβλετ που αξίζει σίγουρα κάθε σεντ.Παρα πολύ γρήγορο,η μπαταρία κρατάει παρά πολύ και γενικά η ποιότητα κατασκευής εξαιρετική.Προτιμίστε το!",1
"Θα ήθελα να αναφερθώ σε ένα θέμα που δεν έχω δει να θήγει κανένας μέχρι τώρα, και το θεωρω, προσωπικά πάντα, σημαντικό. Δούλεψα το τάμπλετ μόλις 1 ώρα και προφανώς  δεν μπορώ να έχω άποψη πλήρη για την γενικότερη λειτουργεία του που άλλωστε αναφέρεται διεξοδικά σε άλλα σχόλια. 
Το scaling (ζούμ να το πω) της οθόνης όταν έκανα σερφάρισμα στο ίντερνετ ήταν πολύ κοντινό με αποτέλεσμα στην σχετικά μεγάλη οθόνη του τάμπλετ να εμφανίζονται πολύ λίγες πληροφορίες. Δοκίμασα 3 διαφορετικούς browsers (μεσα σε αυτούς και της xiaomi) με το ίδιο αποτέλεσμα. Πείραξα όλες τις  διαθέσιμες ρυθμίσεις τόσο στις εφαρμογές όσο και στον ίδιο τον launcher, άλλα τίποτα δεν άλλαξε. Ενώ επιπλέον, στην εφαρμογή της google που δείχνει τις δίάφορες ειδήσεις, και ενώ το τάμπλετ είναι σε landscape mode εμφανίζει μόνο μία σειρά ενώ το Samsung tab a7 που έχω (ίδια ανάλυση και αναλογία οθόνης) δείχνει δύο σειρές και γενικά κάνει πολύ καλύτερη χρήση της οθόνης του στους browsers. 
Καταλαβάινω ότι για μερικούς είναι ασήμαντο άλλα για μένα είναι deal breaker το γεγονός να μη αξιοποιείται στο μέγιστο η οθόνη της συσκευής. Τέλος να πω ότι πήγα από περιέργεια σε κατάστημα και είδα από κοντά και άλλα μοντέλα τάμπλετ xiaomi και παρουσίαζαν την ίδια συμπεριφορά. Συμπαιραίνω ότι κάποιος που θα το χρησιμοποιήσει κυρίως για παρακολούθηση βέντεο δε θα έχει πρόβλημα, άλλα για σερφάρισμα δεν είναι ιδανικό.",0
Αρκετά καλό για το ποσό κοστίζει .Το χρησιμοποιώ σαν notebook για την σχολή και λίγο για να δω καμία ταινία on the go γενικά του βάζω ένα 8.5/10,1
"Είναι ένα ΕΞΑΙΡΕΤΙΚΟ Tablet για τα χρήματά του!
Θα ικανοποιήσει πλήρως τον μέσο, ακόμα και τον λίγο πιο απαιτητικό χρήστη.
Είναι άριστο για τις καθημερινές λειτουργίες, με γρήγορη φόρτιση, ικανοποιητική διάρκεια μπαταρίας, φιλικό μενού και καθόλου κολλήματα!
Συστήνεται!",1
"Πολύ καλό tablet για απλή χρήση. Καλή οθόνη και γρήγορη πλοήγηση. Η μπαταρία κρατάει άνετα 4-5 ημέρες, με καθημερινή χρήση περί των 3-4 ώρων. Κατά την γνώμη μου, χωρίς μεγάλες απαιτήσεις είναι πολύ καλή επιλογή για τα χρήματα.",1
"Πολύ ικανοποιητική ανάλυση και refresh rate οθόνης, καλός ήχος (όσο μπορείς να περιμένεις από tablet). Σε αντίθεση με αυτό που αναφέρθηκε σε άλλο review, δεν είχε καθόλου bloatware, μόνο εφαρμογές google, WPS office και Netflix οι οποίες αφαιρούνται. Δύσκολο στο κράτημα χωρίς θήκη (γλιστράει εύκολα και είναι σχετικά βαρύ για το ένα χέρι) οπότε συνίσταται θήκη (και για λόγους προστασίας).",1
"Θα ήθελα να αναφερθώ σε κάποιους που  κακοχαρακτήρισαν το tablet.
Όσον αφορά την φωτεινότητα, πριν το αγοράσεις, μπορούσες να τσεκάρεις την μέγιστη φωτεινότητα που έχει η οθόνη του tablet από τα χαρακτηριστικά που σου δίνει ο κατασκευαστής ή από κάποιο site όπως το gsmarena. Εμένα προσωοικά με ενδιαφέρει πόσο πολύ ρίχνει την φωτεινότητα στο σκοτάδι ώστε να κάνει εξοικονόμηση μπαταρίας. Και σε αυτό είναι απλά ΑΡΙΣΤΟ!!! Για κάποιον ο οποίος το θέλει για ΤΑΞΙ, απλά δεν κάνει γιατί ούτως ή άλλως δεν έχει GPS. Αλλά και αυτό είναι κάτι το οποίο μπορεί να το δει κάποιος στα χαρακτηριστικά πριν το αγοράσει. Αναφορικά με το browsing ιστοσελίδων στο οποίο αναφέρθηκε κάποιος, δεν υπάρχει κανένα απολύτως πρόβλημα! Αν τυχόν χρησιμοποιείς τον ενσωματωμένο browser της Xiaomi και έχεις πρόβλημα, απλά κάνε απεγκατάσταση και εγκατέστησε τον Brave ή Chrome ή Firefox κλπ... 
Το Tablet σε τιμή κάτω των 180€ είναι το απόλυτο VFM",1
"Καλό VFM. Απλά καλό όμως, όχι κάτι ιδιαίτερο. Μάλλον για τα χρήματά του είναι οκ. Οθόνη και ήχος είναι οκ, δεν σε ενθουσιάζουν δηλ. Η ταχύτητα είναι αρκετά ικανοποιητική. Σαν κατασκευή είναι στιβαρό και κομψό. Νομίζω πως αυτό είναι και το δυνατότερο στοιχείο του. Εκ κατακλείδι είναι μία πολύ τίμια αγορά, εφόσον κάποιος ξέρει τι αγοράζει. Προσωπικά και σε γενικές γραμμές, το βρήκα πολύ καλό για τον πρώτο λόγο που το πήρα (παρτιτούρες) και λιγότερο καλό για τον δεύτερο λόγο, τη μουσική. Παρόλα τα 4 ηχεία και την ιδιαίτερη προβολή τους, ο ήχος του δεν με ικανοποίησε.",1
"Πολυ καλο για τα λεφτα του, ιδιαιτερα οταν τα Samsung στην ιδια τιμη απλα δεν τα φτανουν σε ταχυτητα και ποιοτητα ηχου. 
Γρηγορο και αξιοπιστο, πολυ καλος και καθαρος ηχος, η οθονη ειναι καλη επισης αν και νομιζω οτι τα Samsung υπερτερουν ελαχιστα σε αυτο το θεμα. 
Παρα πολυ ευχαριστημενος.",1
"Το πρώτο προιόν της εταιρίας που δεν ανταποκρίνεται στη γνωστή ποιότητα της.

Αγόρασα 2 τάμπλετ ενα για το παιδί και ενα για την μητέρα μου.Το ενα ήταν αυτό και το άλλο ενα realme pad που είναι ελάχιστα πιο ακριβό.
Τα reviews και για τα δυο είναι πάρα πολύ καλά οπότε πήγα με κλειστά τα μάτια.
Το xiaomi όμως είναι σκέτη αποτυχία.
Ποιοτικά σαν κατασκευή πολύ μέτριο.
Έρχεται γυμνό σχεδόν σε αντίθεση με αλλά προϊόντα της εταιρίας που έχουν θήκη ή προστατευτικό τζάμι.

Στα χαρτιά φαίνεται οκ , 4gb ram , Helios 99 οκ δεν είναι snapdragon αλλά είναι καλός στα benchmarks.
Στην πράξη το τάμπλετ ακόμα και γυμνό απο applications , ίσα ίσα έσβησα τα περισσότερα άχρηστα , σέρνεται.
Πολλά κολλήματα στο άνοιξε κλείσε εφαρμογών.

Η οθόνη επίσης πολύ χαμηλής ποιότητας.Πέραν της ανάλυσης ακόμα και το peak brightness είναι μουντό.

Ο ήχος είναι πολύ καλός.

Σε σύγκριση με το realme που παίζουν κοντά σε τιμή είναι χειρότερο και δεν ξέρω γιατί καθώς στα specs αυτό υπερτερεί.
Σε σύγκριση με ενα s6 lite επίσης πίσω.",-1
Χρήση και με το το Mobile Sheets για ανάγνωση παρτιτούρας σε αναλόγιο με πετάλι αλλαγής σελίδας και λειτουργεί θαυμάσια.,1
"το χρησιμοποιώ περίπου ένα μήνα. αν και δεν το έχω ""ζορίσει"" όσο αφορά τις εφαρμογές εν τούτοις για τη βασική χρήση , για το οποίο και το πήρα, ανταποκρίνεται μια χαρά. Μου έχει αρέσει η απόδοση των ηχείων. Δεν είναι να κάνεις πάρτυ αλλά για ένα δωμάτιο να ακούς μουσική είναι μια χαρά. VFM.",1
Τοσα σχολια κι ενας δε βρεθηκε να πει οτι εχει μονο μια θυρα και πρεπει να βγαζεις τον φορτιστη για να βαζεις τα ακουστικα.,1
"Το χειρότερο τάμπλετ της αγοράς,βάλε κάτι παραπάνω και πάρε κάτι άλλο
Δεν έχει gps με αποτέλεσμα πολλές εφαρμογές να μην λειτουργούν σωστά
Στην πλοήγηση στο ίντερνετ δεν έχει επιλογή να κάνεις επιστροφή στη σελίδα που είσαι και σε αναγκάζει να βγεις και να ξαναμπείς.
Μακράν η χειρότερη αγορά που έχω κάνει.
Άμα το αγοράσεις θα το μετανιώσεις.",-1
εγώ το πήρα για να το χρησιμοποιώ ως αναλόγιο για μουσικές ταμπλατούρες σε Live και με έχει βολέψει πολύ,1
"μέχρι πριν ένα μήνα ήταν κανόνι, από τότε ανοίγει όποτε θέλει.Τ ο πήγαν στο σέρβις του ΓΕΡΜΑΝΟΥ και δεν είχε καμία ένδειξη.Με το που έκανα 100 μέτρα άνοιξε μόνο του και ο τέχνικός μου είπε να το πάω για σέρβις στην  QUEST .",1
"Πρόσφατα άλλαξα από iPad 4 σε iPad 9. Λοιπόν, το iPad 9 είναι πολύ καλό, Έχει τα ολόκληρά του features, επειδή είναι στο iPadOS 17.2. Επίσης δεν κοστίζει πολλά.",1
"ειναι παρα πολυ καλο και γρηγορο ταμπλετ, η οθονη του ειναι πολυ καλη και το χρησιμοποιω για διαφορα πραγματα ακομη και για το gaming και τα θεριζει ολα! η οθονη του ειναι πολυ καλη και ανθεκτικη καθως μου εχει πεσει πολλες φορες χωρις θηκη και εχει μονο κατι μικρες γρατζουνιες στις γονιες και η οθονη ειναι αθικτη! τωρα το χρησιμοποιω κυριως για τριτη οθονη στην υπολογιστη μου για youtube βιντεακια και τα παιζει ολα σε 4κ βεβαιως αν το υποστηριζει το βιντεο. το μονο αρνητικο ειναι οτι δεν εχει πολυ ραμ και ισως να ειναι προβλημα αλλα σε εμενα δεν ειναι.",1
"Ενδιαφέρον προϊον .. το είχα δοκιμασμένο από φίλο και έτσι το πήρα .. σε σύγκριση από τιμές των πιο νέων μοντέλων .. αξίζει ! 
350€ του 21 1.000€ του 22 για 23 δεν μπορώ να φανταστώ τιμή .. αλλά αξίζει τα λεφτά του και σίγουρα θα το προτείνω",1
"Έβλεπα συνέχεια στο κινητό νετφλιξ κτλ με τις ώρες, κανένα παιχνίδι, σοσιαλ, οποτε άλλαξα τα φώτα της μπαταρίας μου. Το ταμπλετ με βόλεψε πολύ, χρησιμοποιώ εκείνο για αχρείαστες δουλειές κ έτσι σώζεται κ το κινητό μου!
Για λειτουργικότητα δεν σχολιαζω, είναι σαν ένα μεγάλο iPhone (φωτογραφίες δεν έχω άποψη, θεωρω περιττο να βγάζεις από ταμπλετ)",1
4/5 Καθαρά γιατί η κάμερα του για αππλε δεν .. παρόλα αυτά πάει τρένο σε ότι έχω ανοιχτό και είναι φοβερό value for money αν θες ένα καθημερινό ταμπλετακι να κάνεις άνετα τη δουλειά σου και τη ψυχαγωγία σου τότε μονόδρομος εδώ,1
Bought it as a gift for my mum and she loved it!  I got it as a gift so she can watch series on a bigger screen than her phone.,1
"I have this tablet for almost one week. I bought it because I wanted to upgrade from my previous tablet the galaxy tab a8 as it was laggy and the screen was horrible. First of all the things that took my attention was the speed of this tablet. It is a lot faster than my previous device and it is responding with every touch of my finger. In addition the battery and the charging speed is ok and as fast as my precious tablet. The OS is the best, it is very different in a good way. It is clean and not as laggy as one Ui5. I really love this tablet and I think it is worth the money.",1
"Είναι απίστευτο, το πείρα σήμερα!! Αξίζει κάθε ευρό που έδωσα , κι τ ώρα συρούλα έχει να του βάλω μια θήκη κι τζαμάκι ^^",1
"Στα περιπου 350€ που κοστιζει ειναι μονοδρομος για καποιον που θελει ipad. Σχεδον εφαμιλο με το 12 pro max μου στην εφαρμογη antutu benchmark V10.0.2. Φυσικα οποιος θελει 4G ή παραπάνω απο 64Gb μνημης θα αναγκαστει να πληρωσει περισσοτερα χρηματα για το ιδιο μοντελο και σε αυτη την περιπτωση θα ηταν ισως προτιμοτερο να παει σε ipad απο το 2022 και μετα με το αναλογο επιπλεον κοστος. Παντως στη δικη μου περιπτωση που δουλευω safari, you tube, netflix και cosmote tv, ειναι ισαξιο σε δυνατοτητες με αυτες του 12 pro max που ως τωρα χρησιμοποιουσα για τα ιδια πραγματα. Οφειλω βεβαια να αναφερω οτι στο θεμα αναλυσης και ποιοτητας οθονης δε φθανει στο επιπεδο ενος οποιουδηποτε pro max αλλα τουλαχιστον παρακολουθεις σε μεγαλυτερη οθονη και εχεις αρκετα πιο ισχυρο ηχειο αφου προκειται για tablet και οχι τηλεφωνο. Τελος το οτι εχει φορτιστη με ξεπερναει καθοτι στο 12αρι μου παρολο που ειχε σχεδον 5πλασια τιμη απο συγκεκριμενο ipad, αναγκαστηκα να χρησιμοποιω τον προηγουμενο φορτιστη μου απο 11 pro max (μεχρι τοτε η apple εβαζε φορτιστες μαζι με τα κινητα της)!!!",1
"Σημαντικές για εμένα ήταν οι επιλογές για γονικό έλεγχο, που είναι πολλές στις συσκευές Apple. Χρειάστηκε αρκετός χρόνος και δοκιμές μέχρι να τις βρούμε όλες, αλλά δουλεύουν πολύ καλά, και έχεις απόλυτο έλεγχο στο πόση ώρα και με τι μπορεί να ασχολείται το παιδί.",1
"Καταπληκτικό. Το έχω 6 μήνες και δουλεύει σαν καινούργιο. Η μπαταρία κρατάει άνετα 8 ώρες και δεν κολλάει ποτέ. Το μόνο αρνητικό είναι η καμερα,αλλά δεν πειράζει επειδή προτιμώ το κινητό μου για αυτόν το σκοπό. Συνιστώ ανεπιφύλακτα!!?",1
"Το έχω ένα χρόνο περίπου,και φυσικά το performance σε όλα τα θέματα είναι εξαιρετικό και έχω κατεβασμένα βαριά παιχνίδια και έχουν τέλεια ανάλυση και δεν κολλάνε ,αλλα μετά από τόσο καιρό η μπαταρια τελειώνει αρκετά γρήγορα ,ενώ στην αρχή κράταγε μέχρι και 2 μέρες,πάντως είναι πολύ βολικό,το βάρος του μια χαρά,και δεν έχει τεραστια διαφορά με πιο καινούργια ipad.",1
"Μετά την απόφαση της Apple να εκτοξεύσει τις τιμές και στα iPad (αρχής γενομένης από τα 10ης γενιάς) αποτελεί και παραμένει η πιο αξιόπιστη επιλογή για tablet με τα δεδομένα που υπάρχουν σήμερα, εφόσον κάποιος/α μπορεί να το αποκτήσει. Αρκετά γρήγορο, άψογη οθόνη, ικανοποιητική μπαταρία, κάμερες αποκλειστικά και μόνο για τα βασικά όπως φωτογραφίες και βιντεοκλήσεις.",1
"Λιγο βαρύ στο χέρι αλλα κατα τα αλλα εξαιρετικότατο!
Πολυεργαλείο κανει τα πάντα απίστευτα γρήγορα και δεν κολλάει πουθενά!",1
"Είναι γρήγορο, ευέλικτο και σε βάζει στη λογική να αγοράσεις iPhone. Έχει ωραίο λογισμικό, φανερά καλύτερο από android ΑΛΛΑ δεν μπορείς να καταβάσεις εφαρμογές δωρεάν που θα κατέβαζες σε ένα android. Τα Microsoft Office και άλλες χρήσιμες εφαρμογές αναγκαστικά θα τις έχεις επί πληρωμή. Είναι ο μόνος λόγος που μετάνιωσα την αγορά του iPad.",1
"Άριστο Ipad για τα λεφτά του, αν το θέλετε για σημειώσεις και για ταινίες ειναι οτι καλύτερο σε αυτα τα χρήματα!",1
"Αγορασμένο προσφορά στα 320€. Αν θέλεις προϊόν Apple το συγκεκριμένο έχει εξαιρετική σχέση τιμής/απόδοσης. Αγοράστηκε για online μαθήματα με χρήση και της γραφίδας της Apple. Για τον απλό χρήστη που θέλει ένα ποιοτικό tablet με καλή μεγάλη οθόνη, σχετικά καλή κάμερα και αξιόλογες επιδόσεις είναι μία καλή επιλογή. Αντικαθιστά σε μεγάλο βαθμό ένα laptop. Με μία καλή θήκη αξίζει και για παιδικό tablet.",1
"Κάτοχος iPad πολλά χρόνια, και πάντα ευχαριστημένη. Το συγκεκριμένο όπως παρουσιάζει προβλήματα με τη μπαταρία. Ευτυχώς η εταιρία είναι εγγύηση κ θα κάνει αντικατάσταση. Αν ήταν το πρώτο μου προϊόν apple θα είχα απογοητευτεί",1
"παιδιά σαν μηχάνημα πολύ καλό. ΑΛΛΑ,! δεν μπορείς να συνδεθείς με τηλεόραση δεν μπορείς να λάβεις αρχεία  γενικότερα υπάρχει απίστευτη δυσκολία στο να μεταφέρεις και να λάβεις αρχεία από άλλες συσκευές. πράματα τα οποία τα κάνεις ακαριαία με Android και win ,εδώ πρέπει να δώσεις άλλα τόσα για να τα κάνεις! ρε apple σοβαρά τώρα?",0
"Είχα το ipad mini οπότε με δυσκολεύει λίγο γιατί είναι βαρύ, συνολικά είμαι πολύ ευχαριστημένη, είναι γρήγορο και ότι καλύτερο σε Apple για αυτά τα χρήματα!",1
"Του χω βάλει ένα ασύρματο ποντίκι και πληκτρολόγιο κ έχει γίνει ένα παντοδύναμο μικρό pc , τρομερό προϊόν",1
"Μέχρι στιγμής δεν Έχω αντιμετωπίσει κανένα πρόβλημα. Το έχω σχεδόν ένα χρόνο. 

- εύκολο στη χρήση, για χρήστες iOS. 
- για εργασία, σε συνδυασμό με pencil, κ ίσως κάποιο πληκτρολόγιο, αποδίδει ικανοποιητικά. 
- για ταινίες, μουσική, σερφάρισμα δεν υστερεί σε κάτι. 
- μπαταρία καλή. 
- δυνατότητα αναβάθμισης στο iOS 16. 
- για την τιμή του, αξίζει την αγορά. Ένα από τα πιο προσιτά κ τίμια προϊόντα της apple.",1
Στην τιμή αυτή είναι ότι καλύτερο σε tablet που μπορείς να αγοράσεις το 2023 το απόλυτο value for money,1
"Μου φάνηκε θετική έκπληξη που τα base model iPad είναι πλέον τόσο φθηνά σε σχέση με παλαιότερα. Δυστυχώς όμως από κάπου έκοψαν για να χαμηλώσουν την τιμή: κολλούσε λίγο από την πρώτη μέρα όσο απλά το σετταρα και κατέβαζα εφαρμογές. 

Δεν είναι τραγικό για την χρήση που θα κάνει η γιαγιά μου που της το πήρα δώρο, αλλά ντροπή. Περίμενα καλύτερη επίδοση από iPad.",1
Είναι πολύ καλό για παιχνίδια η social media έχει καλή. Κάμερα αλλά όχι και super! Είναι παρά πολύ ελαφρή και δεν έχει αυτή την πλαστικούρα φαίνετε ότι είναι γνήσιο προϊόν γιατί είναι apple και γιαυτο πληρώνει πολύ ακριβά. πχ400€ Δεν τα λες και λίγα για ένα ταμπλετ να λέμε και την αλήθεια παρόλα αυτά είναι άξιο και καλό αλλά άμα θέλεις να το πάρεις για φιγούρα η για απλό ταμπλετ όχι δεν είναι για εσένα πάρε καλύτερα android γιατί τα apple products είναι πολύ ακριβά,1
"Πολύ καλό γρήγορο με μπαταρία μεγάλης διαρκείας το άνοιγμα είναι γρήγορο και έξυπνο ,για τα χρήματα που έδωσα το Σύμης το ανεπιφύλακτα.",1
"Εξαιρετικό value for money, το πιο δυνατό και αξιόπιστο στην τιμή του. Ως γραφίστας, το χρησιμοποιώ με το Gen1 Apple Pen στα σχεδιαστικά προγράμματα της Affinity καθώς και στο procreate και δε κολλάει σε τίποτα. Η οθόνη έχει ιδανικό μέγεθος για μεταφορά αλλά και ικανοποιητικό για σχεδιαστικές δουλειές. Θηρίο όπως όλα τα προϊοντα Apple.",1
φοβερό tablet. πούλησα του 2020 και προχώρησα στην αγορά του συγκεκριμένου.όσοι το κοιτάτε πάρτε το με κλειστά μάτια γιατί ειναι το τελευταίο ipad που θα υπαρχει δυνατότητα να αγοραστεί σε φυσιολογική τιμή.το 2022 μοντέλο κοστίζει πάνω απο 550 ευρώ. φοβερή μπαταρία-πολύ ωραία οθόνη-άριστο σε όλα του.,1
Ενταξει δεν θα μιλησω για ταχυτητα κ τετοια τα σπαει! Η μπαταρια ειναι σουπερ και δεν το περιμενα! απλα θα ηθελα λιγο καλυτερη αναλυση οθονης κ ισως ακομα 2 ηχεια για καλυτερο ηχο. οι φωτο δν μ ενδιαφερουν καθολου. παντως στα 348€ δεν εχει ανταγωνιστη... Ειναι η καλυτερη αγορα που εχω κανει ποτε παντως!,1
